HomeTeam,AwayTeam,MeanGoalsHome,MeanShotsOnTargetHome,MeanGoalsAway,MeanShotsOnTargetAway,HomeTeam_FTR_Mode,AwayTeam_FTR_Mode,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamLossStreak,AwayTeamLossStreak
Mechelen,Anderlecht,1.5642857142857143,5.173076923076923,1.628032345013477,4.3418803418803416,"('Mechelen', 'H')","('Anderlecht', 'A')",6,12,4,5
Charleroi,Roeselare,1.3746478873239436,4.939130434782609,0.8902439024390244,,"('Charleroi', 'H')","('Roeselare', 'H')",9,1,4,6
Club Brugge,Bergen,2.306451612903226,6.5210084033613445,0.937984496124031,,"('Club Brugge', 'H')","('Bergen', 'H')",21,3,2,9
Dender,Germinal,1.1891891891891893,3.6666666666666665,1.0153061224489797,,"('Dender', 'A')","('Germinal', 'H')",2,3,3,7
FC Brussels,Westerlo,1.1355932203389831,,1.1576923076923078,4.205128205128205,"('FC Brussels', 'A')","('Westerlo', 'H')",3,3,4,6
Genk,Cercle Brugge,1.946236559139785,5.823529411764706,0.986013986013986,3.9320388349514563,"('Genk', 'H')","('Cercle Brugge', 'H')",8,3,5,14
Lokeren,St Truiden,1.332167832167832,4.233333333333333,1.0224358974358974,3.73109243697479,"('Lokeren', 'H')","('St Truiden', 'H')",7,3,5,11
Mouscron,Gent,1.669811320754717,4.193548387096774,1.462162162162162,5.237288135593221,"('Mouscron', 'H')","('Gent', 'A')",9,6,4,4
Waregem,Standard,1.6418439716312057,4.568421052631579,1.4112903225806452,4.1525423728813555,"('Waregem', 'H')","('Standard', 'A')",9,6,5,5
Westerlo,Charleroi,1.4980988593155893,4.75,1.1497175141242937,4.461538461538462,"('Westerlo', 'H')","('Charleroi', 'H')",5,4,7,9
Anderlecht,Lokeren,2.3002680965147455,5.508474576271187,1.2269503546099292,3.4,"('Anderlecht', 'H')","('Lokeren', 'H')",17,5,3,11
Bergen,Mechelen,1.4453125,,1.1464285714285714,4.108910891089109,"('Bergen', 'H')","('Mechelen', 'H')",7,5,4,6
Cercle Brugge,Waregem,1.408450704225352,4.872549019607843,1.2826855123674912,4.145833333333333,"('Cercle Brugge', 'H')","('Waregem', 'H')",6,6,9,6
Gent,Genk,1.8629032258064515,5.890756302521009,1.5148247978436657,4.9576271186440675,"('Gent', 'H')","('Genk', 'H')",12,7,4,8
Roeselare,Dender,1.451219512195122,,1.2162162162162162,5.333333333333333,"('Roeselare', 'H')","('Dender', 'H')",4,2,4,4
St Truiden,Mouscron,1.3624595469255663,4.38135593220339,1.1132075471698113,3.819672131147541,"('St Truiden', 'H')","('Mouscron', 'H')",5,2,4,10
Standard,FC Brussels,1.814516129032258,5.102564102564102,0.7833333333333333,,"('Standard', 'H')","('FC Brussels', 'H')",12,2,4,4
Germinal,Club Brugge,1.6770833333333333,,1.6978609625668448,5.38135593220339,"('Germinal', 'H')","('Club Brugge', 'A')",10,7,5,4
Club Brugge,St Truiden,2.306451612903226,6.5210084033613445,1.0224358974358974,3.73109243697479,"('Club Brugge', 'H')","('St Truiden', 'H')",21,3,2,11
Charleroi,Mechelen,1.3746478873239436,4.939130434782609,1.1464285714285714,4.108910891089109,"('Charleroi', 'H')","('Mechelen', 'H')",9,5,4,6
Dender,Anderlecht,1.1891891891891893,3.6666666666666665,1.628032345013477,4.3418803418803416,"('Dender', 'A')","('Anderlecht', 'A')",2,12,3,5
FC Brussels,Gent,1.1355932203389831,,1.462162162162162,5.237288135593221,"('FC Brussels', 'A')","('Gent', 'A')",3,6,4,4
Genk,Roeselare,1.946236559139785,5.823529411764706,0.8902439024390244,,"('Genk', 'H')","('Roeselare', 'H')",8,1,5,6
Lokeren,Germinal,1.332167832167832,4.233333333333333,1.0153061224489797,,"('Lokeren', 'H')","('Germinal', 'H')",7,3,5,7
Mouscron,Bergen,1.669811320754717,4.193548387096774,0.937984496124031,,"('Mouscron', 'H')","('Bergen', 'H')",9,3,4,9
Waregem,Westerlo,1.6418439716312057,4.568421052631579,1.1576923076923078,4.205128205128205,"('Waregem', 'H')","('Westerlo', 'H')",9,3,5,6
Standard,Cercle Brugge,1.814516129032258,5.102564102564102,0.986013986013986,3.9320388349514563,"('Standard', 'H')","('Cercle Brugge', 'H')",12,3,4,14
Anderlecht,FC Brussels,2.3002680965147455,5.508474576271187,0.7833333333333333,,"('Anderlecht', 'H')","('FC Brussels', 'H')",17,2,3,4
Bergen,Lokeren,1.4453125,,1.2269503546099292,3.4,"('Bergen', 'H')","('Lokeren', 'H')",7,5,4,11
Cercle Brugge,Dender,1.408450704225352,4.872549019607843,1.2162162162162162,5.333333333333333,"('Cercle Brugge', 'H')","('Dender', 'H')",6,2,9,4
Gent,Waregem,1.8629032258064515,5.890756302521009,1.2826855123674912,4.145833333333333,"('Gent', 'H')","('Waregem', 'H')",12,6,4,6
Germinal,Genk,1.6770833333333333,,1.5148247978436657,4.9576271186440675,"('Germinal', 'H')","('Genk', 'H')",10,7,5,8
Roeselare,Standard,1.451219512195122,,1.4112903225806452,4.1525423728813555,"('Roeselare', 'H')","('Standard', 'A')",4,6,4,5
Westerlo,Mouscron,1.4980988593155893,4.75,1.1132075471698113,3.819672131147541,"('Westerlo', 'H')","('Mouscron', 'H')",5,2,7,10
St Truiden,Charleroi,1.3624595469255663,4.38135593220339,1.1497175141242937,4.461538461538462,"('St Truiden', 'H')","('Charleroi', 'H')",5,4,4,9
Mechelen,Club Brugge,1.5642857142857143,5.173076923076923,1.6978609625668448,5.38135593220339,"('Mechelen', 'H')","('Club Brugge', 'A')",6,7,4,4
Charleroi,Bergen,1.3746478873239436,4.939130434782609,0.937984496124031,,"('Charleroi', 'H')","('Bergen', 'H')",9,3,4,9
Cercle Brugge,Gent,1.408450704225352,4.872549019607843,1.462162162162162,5.237288135593221,"('Cercle Brugge', 'H')","('Gent', 'A')",6,6,9,4
Dender,St Truiden,1.1891891891891893,3.6666666666666665,1.0224358974358974,3.73109243697479,"('Dender', 'A')","('St Truiden', 'H')",2,3,3,11
FC Brussels,Roeselare,1.1355932203389831,,0.8902439024390244,,"('FC Brussels', 'A')","('Roeselare', 'H')",3,1,4,6
Genk,Westerlo,1.946236559139785,5.823529411764706,1.1576923076923078,4.205128205128205,"('Genk', 'H')","('Westerlo', 'H')",8,3,5,6
Lokeren,Mechelen,1.332167832167832,4.233333333333333,1.1464285714285714,4.108910891089109,"('Lokeren', 'H')","('Mechelen', 'H')",7,5,5,6
Waregem,Germinal,1.6418439716312057,4.568421052631579,1.0153061224489797,,"('Waregem', 'H')","('Germinal', 'H')",9,3,5,7
Mouscron,Anderlecht,1.669811320754717,4.193548387096774,1.628032345013477,4.3418803418803416,"('Mouscron', 'H')","('Anderlecht', 'A')",9,12,4,5
Standard,Club Brugge,1.814516129032258,5.102564102564102,1.6978609625668448,5.38135593220339,"('Standard', 'H')","('Club Brugge', 'A')",12,7,4,4
Anderlecht,Waregem,2.3002680965147455,5.508474576271187,1.2826855123674912,4.145833333333333,"('Anderlecht', 'H')","('Waregem', 'H')",17,6,3,6
Bergen,FC Brussels,1.4453125,,0.7833333333333333,,"('Bergen', 'H')","('FC Brussels', 'H')",7,2,4,4
Club Brugge,Lokeren,2.306451612903226,6.5210084033613445,1.2269503546099292,3.4,"('Club Brugge', 'H')","('Lokeren', 'H')",21,5,2,11
Germinal,Charleroi,1.6770833333333333,,1.1497175141242937,4.461538461538462,"('Germinal', 'H')","('Charleroi', 'H')",10,4,5,9
Mechelen,Mouscron,1.5642857142857143,5.173076923076923,1.1132075471698113,3.819672131147541,"('Mechelen', 'H')","('Mouscron', 'H')",6,2,4,10
Roeselare,Cercle Brugge,1.451219512195122,,0.986013986013986,3.9320388349514563,"('Roeselare', 'H')","('Cercle Brugge', 'H')",4,3,4,14
Westerlo,Dender,1.4980988593155893,4.75,1.2162162162162162,5.333333333333333,"('Westerlo', 'H')","('Dender', 'H')",5,2,7,4
Gent,Standard,1.8629032258064515,5.890756302521009,1.4112903225806452,4.1525423728813555,"('Gent', 'H')","('Standard', 'A')",12,6,4,5
St Truiden,Genk,1.3624595469255663,4.38135593220339,1.5148247978436657,4.9576271186440675,"('St Truiden', 'H')","('Genk', 'H')",5,7,4,8
Cercle Brugge,Germinal,1.408450704225352,4.872549019607843,1.0153061224489797,,"('Cercle Brugge', 'H')","('Germinal', 'H')",6,3,9,7
Dender,Bergen,1.1891891891891893,3.6666666666666665,0.937984496124031,,"('Dender', 'A')","('Bergen', 'H')",2,3,3,9
FC Brussels,St Truiden,1.1355932203389831,,1.0224358974358974,3.73109243697479,"('FC Brussels', 'A')","('St Truiden', 'H')",3,3,4,11
Gent,Roeselare,1.8629032258064515,5.890756302521009,0.8902439024390244,,"('Gent', 'H')","('Roeselare', 'H')",12,1,4,6
Mouscron,Lokeren,1.669811320754717,4.193548387096774,1.2269503546099292,3.4,"('Mouscron', 'H')","('Lokeren', 'H')",9,5,4,11
Waregem,Mechelen,1.6418439716312057,4.568421052631579,1.1464285714285714,4.108910891089109,"('Waregem', 'H')","('Mechelen', 'H')",9,5,5,6
Charleroi,Club Brugge,1.3746478873239436,4.939130434782609,1.6978609625668448,5.38135593220339,"('Charleroi', 'H')","('Club Brugge', 'A')",9,7,4,4
Genk,Anderlecht,1.946236559139785,5.823529411764706,1.628032345013477,4.3418803418803416,"('Genk', 'H')","('Anderlecht', 'A')",8,12,5,5
Standard,Westerlo,1.814516129032258,5.102564102564102,1.1576923076923078,4.205128205128205,"('Standard', 'H')","('Westerlo', 'H')",12,3,4,6
Bergen,Genk,1.4453125,,1.5148247978436657,4.9576271186440675,"('Bergen', 'H')","('Genk', 'H')",7,7,4,8
Anderlecht,Charleroi,2.3002680965147455,5.508474576271187,1.1497175141242937,4.461538461538462,"('Anderlecht', 'H')","('Charleroi', 'H')",17,4,3,9
Club Brugge,Mouscron,2.306451612903226,6.5210084033613445,1.1132075471698113,3.819672131147541,"('Club Brugge', 'H')","('Mouscron', 'H')",21,2,2,10
Lokeren,FC Brussels,1.332167832167832,4.233333333333333,0.7833333333333333,,"('Lokeren', 'H')","('FC Brussels', 'H')",7,2,5,4
Roeselare,Waregem,1.451219512195122,,1.2826855123674912,4.145833333333333,"('Roeselare', 'H')","('Waregem', 'H')",4,6,4,6
St Truiden,Standard,1.3624595469255663,4.38135593220339,1.4112903225806452,4.1525423728813555,"('St Truiden', 'H')","('Standard', 'A')",5,6,4,5
Westerlo,Cercle Brugge,1.4980988593155893,4.75,0.986013986013986,3.9320388349514563,"('Westerlo', 'H')","('Cercle Brugge', 'H')",5,3,7,14
Germinal,Gent,1.6770833333333333,,1.462162162162162,5.237288135593221,"('Germinal', 'H')","('Gent', 'A')",10,6,5,4
Mechelen,Dender,1.5642857142857143,5.173076923076923,1.2162162162162162,5.333333333333333,"('Mechelen', 'H')","('Dender', 'H')",6,2,4,4
Charleroi,Mouscron,1.3746478873239436,4.939130434782609,1.1132075471698113,3.819672131147541,"('Charleroi', 'H')","('Mouscron', 'H')",9,2,4,10
Cercle Brugge,St Truiden,1.408450704225352,4.872549019607843,1.0224358974358974,3.73109243697479,"('Cercle Brugge', 'H')","('St Truiden', 'H')",6,3,9,11
Dender,Lokeren,1.1891891891891893,3.6666666666666665,1.2269503546099292,3.4,"('Dender', 'A')","('Lokeren', 'H')",2,5,3,11
Genk,Mechelen,1.946236559139785,5.823529411764706,1.1464285714285714,4.108910891089109,"('Genk', 'H')","('Mechelen', 'H')",8,5,5,6
Gent,Westerlo,1.8629032258064515,5.890756302521009,1.1576923076923078,4.205128205128205,"('Gent', 'H')","('Westerlo', 'H')",12,3,4,6
Waregem,Bergen,1.6418439716312057,4.568421052631579,0.937984496124031,,"('Waregem', 'H')","('Bergen', 'H')",9,3,5,9
FC Brussels,Club Brugge,1.1355932203389831,,1.6978609625668448,5.38135593220339,"('FC Brussels', 'A')","('Club Brugge', 'A')",3,7,4,4
Roeselare,Anderlecht,1.451219512195122,,1.628032345013477,4.3418803418803416,"('Roeselare', 'H')","('Anderlecht', 'A')",4,12,4,5
Standard,Germinal,1.814516129032258,5.102564102564102,1.0153061224489797,,"('Standard', 'H')","('Germinal', 'H')",12,3,4,7
Club Brugge,Dender,2.306451612903226,6.5210084033613445,1.2162162162162162,5.333333333333333,"('Club Brugge', 'H')","('Dender', 'H')",21,2,2,4
Germinal,FC Brussels,1.6770833333333333,,0.7833333333333333,,"('Germinal', 'H')","('FC Brussels', 'H')",10,2,5,4
Lokeren,Charleroi,1.332167832167832,4.233333333333333,1.1497175141242937,4.461538461538462,"('Lokeren', 'H')","('Charleroi', 'H')",7,4,5,9
Mechelen,Cercle Brugge,1.5642857142857143,5.173076923076923,0.986013986013986,3.9320388349514563,"('Mechelen', 'H')","('Cercle Brugge', 'H')",6,3,4,14
Mouscron,Genk,1.669811320754717,4.193548387096774,1.5148247978436657,4.9576271186440675,"('Mouscron', 'H')","('Genk', 'H')",9,7,4,8
St Truiden,Waregem,1.3624595469255663,4.38135593220339,1.2826855123674912,4.145833333333333,"('St Truiden', 'H')","('Waregem', 'H')",5,6,4,6
Westerlo,Roeselare,1.4980988593155893,4.75,0.8902439024390244,,"('Westerlo', 'H')","('Roeselare', 'H')",5,1,7,6
Anderlecht,Gent,2.3002680965147455,5.508474576271187,1.462162162162162,5.237288135593221,"('Anderlecht', 'H')","('Gent', 'A')",17,6,3,4
Bergen,Standard,1.4453125,,1.4112903225806452,4.1525423728813555,"('Bergen', 'H')","('Standard', 'A')",7,6,4,5
Gent,Bergen,1.8629032258064515,5.890756302521009,0.937984496124031,,"('Gent', 'H')","('Bergen', 'H')",12,3,4,9
Dender,Mouscron,1.1891891891891893,3.6666666666666665,1.1132075471698113,3.819672131147541,"('Dender', 'A')","('Mouscron', 'H')",2,2,3,10
FC Brussels,Charleroi,1.1355932203389831,,1.1497175141242937,4.461538461538462,"('FC Brussels', 'A')","('Charleroi', 'H')",3,4,4,9
Roeselare,St Truiden,1.451219512195122,,1.0224358974358974,3.73109243697479,"('Roeselare', 'H')","('St Truiden', 'H')",4,3,4,11
Standard,Mechelen,1.814516129032258,5.102564102564102,1.1464285714285714,4.108910891089109,"('Standard', 'H')","('Mechelen', 'H')",12,5,4,6
Waregem,Lokeren,1.6418439716312057,4.568421052631579,1.2269503546099292,3.4,"('Waregem', 'H')","('Lokeren', 'H')",9,5,5,11
Westerlo,Germinal,1.4980988593155893,4.75,1.0153061224489797,,"('Westerlo', 'H')","('Germinal', 'H')",5,3,7,7
Cercle Brugge,Anderlecht,1.408450704225352,4.872549019607843,1.628032345013477,4.3418803418803416,"('Cercle Brugge', 'H')","('Anderlecht', 'A')",6,12,9,5
Genk,Club Brugge,1.946236559139785,5.823529411764706,1.6978609625668448,5.38135593220339,"('Genk', 'H')","('Club Brugge', 'A')",8,7,5,4
Mouscron,Standard,1.669811320754717,4.193548387096774,1.4112903225806452,4.1525423728813555,"('Mouscron', 'H')","('Standard', 'A')",9,6,4,5
Anderlecht,Westerlo,2.3002680965147455,5.508474576271187,1.1576923076923078,4.205128205128205,"('Anderlecht', 'H')","('Westerlo', 'H')",17,3,3,6
Bergen,Cercle Brugge,1.4453125,,0.986013986013986,3.9320388349514563,"('Bergen', 'H')","('Cercle Brugge', 'H')",7,3,4,14
Charleroi,Dender,1.3746478873239436,4.939130434782609,1.2162162162162162,5.333333333333333,"('Charleroi', 'H')","('Dender', 'H')",9,2,4,4
Club Brugge,Waregem,2.306451612903226,6.5210084033613445,1.2826855123674912,4.145833333333333,"('Club Brugge', 'H')","('Waregem', 'H')",21,6,2,6
Germinal,Roeselare,1.6770833333333333,,0.8902439024390244,,"('Germinal', 'H')","('Roeselare', 'H')",10,1,5,6
St Truiden,Gent,1.3624595469255663,4.38135593220339,1.462162162162162,5.237288135593221,"('St Truiden', 'H')","('Gent', 'A')",5,6,4,4
Lokeren,Genk,1.332167832167832,4.233333333333333,1.5148247978436657,4.9576271186440675,"('Lokeren', 'H')","('Genk', 'H')",7,7,5,8
Mechelen,FC Brussels,1.5642857142857143,5.173076923076923,0.7833333333333333,,"('Mechelen', 'H')","('FC Brussels', 'H')",6,2,4,4
Cercle Brugge,Club Brugge,1.408450704225352,4.872549019607843,1.6978609625668448,5.38135593220339,"('Cercle Brugge', 'H')","('Club Brugge', 'A')",6,7,9,4
FC Brussels,Dender,1.1355932203389831,,1.2162162162162162,5.333333333333333,"('FC Brussels', 'A')","('Dender', 'H')",3,2,4,4
Genk,Charleroi,1.946236559139785,5.823529411764706,1.1497175141242937,4.461538461538462,"('Genk', 'H')","('Charleroi', 'H')",8,4,5,9
Standard,Lokeren,1.814516129032258,5.102564102564102,1.2269503546099292,3.4,"('Standard', 'H')","('Lokeren', 'H')",12,5,4,11
Waregem,Mouscron,1.6418439716312057,4.568421052631579,1.1132075471698113,3.819672131147541,"('Waregem', 'H')","('Mouscron', 'H')",9,2,5,10
Westerlo,St Truiden,1.4980988593155893,4.75,1.0224358974358974,3.73109243697479,"('Westerlo', 'H')","('St Truiden', 'H')",5,3,7,11
Gent,Mechelen,1.8629032258064515,5.890756302521009,1.1464285714285714,4.108910891089109,"('Gent', 'H')","('Mechelen', 'H')",12,5,4,6
Germinal,Anderlecht,1.6770833333333333,,1.628032345013477,4.3418803418803416,"('Germinal', 'H')","('Anderlecht', 'A')",10,12,5,5
Roeselare,Bergen,1.451219512195122,,0.937984496124031,,"('Roeselare', 'H')","('Bergen', 'H')",4,3,4,9
Anderlecht,Standard,2.3002680965147455,5.508474576271187,1.4112903225806452,4.1525423728813555,"('Anderlecht', 'H')","('Standard', 'A')",17,6,3,5
Bergen,Westerlo,1.4453125,,1.1576923076923078,4.205128205128205,"('Bergen', 'H')","('Westerlo', 'H')",7,3,4,6
Charleroi,Waregem,1.3746478873239436,4.939130434782609,1.2826855123674912,4.145833333333333,"('Charleroi', 'H')","('Waregem', 'H')",9,6,4,6
Lokeren,Cercle Brugge,1.332167832167832,4.233333333333333,0.986013986013986,3.9320388349514563,"('Lokeren', 'H')","('Cercle Brugge', 'H')",7,3,5,14
Mechelen,Roeselare,1.5642857142857143,5.173076923076923,0.8902439024390244,,"('Mechelen', 'H')","('Roeselare', 'H')",6,1,4,6
Mouscron,FC Brussels,1.669811320754717,4.193548387096774,0.7833333333333333,,"('Mouscron', 'H')","('FC Brussels', 'H')",9,2,4,4
St Truiden,Germinal,1.3624595469255663,4.38135593220339,1.0153061224489797,,"('St Truiden', 'H')","('Germinal', 'H')",5,3,4,7
Club Brugge,Gent,2.306451612903226,6.5210084033613445,1.462162162162162,5.237288135593221,"('Club Brugge', 'H')","('Gent', 'A')",21,6,2,4
Dender,Genk,1.1891891891891893,3.6666666666666665,1.5148247978436657,4.9576271186440675,"('Dender', 'A')","('Genk', 'H')",2,7,3,8
Standard,Charleroi,1.814516129032258,5.102564102564102,1.1497175141242937,4.461538461538462,"('Standard', 'H')","('Charleroi', 'H')",12,4,4,9
Cercle Brugge,Mouscron,1.408450704225352,4.872549019607843,1.1132075471698113,3.819672131147541,"('Cercle Brugge', 'H')","('Mouscron', 'H')",6,2,9,10
FC Brussels,Genk,1.1355932203389831,,1.5148247978436657,4.9576271186440675,"('FC Brussels', 'A')","('Genk', 'H')",3,7,4,8
Gent,Lokeren,1.8629032258064515,5.890756302521009,1.2269503546099292,3.4,"('Gent', 'H')","('Lokeren', 'H')",12,5,4,11
Germinal,Bergen,1.6770833333333333,,0.937984496124031,,"('Germinal', 'H')","('Bergen', 'H')",10,3,5,9
Waregem,Dender,1.6418439716312057,4.568421052631579,1.2162162162162162,5.333333333333333,"('Waregem', 'H')","('Dender', 'H')",9,2,5,4
Westerlo,Mechelen,1.4980988593155893,4.75,1.1464285714285714,4.108910891089109,"('Westerlo', 'H')","('Mechelen', 'H')",5,5,7,6
Roeselare,Club Brugge,1.451219512195122,,1.6978609625668448,5.38135593220339,"('Roeselare', 'H')","('Club Brugge', 'A')",4,7,4,4
St Truiden,Anderlecht,1.3624595469255663,4.38135593220339,1.628032345013477,4.3418803418803416,"('St Truiden', 'H')","('Anderlecht', 'A')",5,12,4,5
Genk,Waregem,1.946236559139785,5.823529411764706,1.2826855123674912,4.145833333333333,"('Genk', 'H')","('Waregem', 'H')",8,6,5,6
Bergen,St Truiden,1.4453125,,1.0224358974358974,3.73109243697479,"('Bergen', 'H')","('St Truiden', 'H')",7,3,4,11
Dender,Standard,1.1891891891891893,3.6666666666666665,1.4112903225806452,4.1525423728813555,"('Dender', 'A')","('Standard', 'A')",2,6,3,5
FC Brussels,Cercle Brugge,1.1355932203389831,,0.986013986013986,3.9320388349514563,"('FC Brussels', 'A')","('Cercle Brugge', 'H')",3,3,4,14
Lokeren,Westerlo,1.332167832167832,4.233333333333333,1.1576923076923078,4.205128205128205,"('Lokeren', 'H')","('Westerlo', 'H')",7,3,5,6
Mechelen,Germinal,1.5642857142857143,5.173076923076923,1.0153061224489797,,"('Mechelen', 'H')","('Germinal', 'H')",6,3,4,7
Mouscron,Roeselare,1.669811320754717,4.193548387096774,0.8902439024390244,,"('Mouscron', 'H')","('Roeselare', 'H')",9,1,4,6
Charleroi,Gent,1.3746478873239436,4.939130434782609,1.462162162162162,5.237288135593221,"('Charleroi', 'H')","('Gent', 'A')",9,6,4,4
Club Brugge,Anderlecht,2.306451612903226,6.5210084033613445,1.628032345013477,4.3418803418803416,"('Club Brugge', 'H')","('Anderlecht', 'A')",21,12,2,5
Anderlecht,Bergen,2.3002680965147455,5.508474576271187,0.937984496124031,,"('Anderlecht', 'H')","('Bergen', 'H')",17,3,3,9
Gent,Dender,1.8629032258064515,5.890756302521009,1.2162162162162162,5.333333333333333,"('Gent', 'H')","('Dender', 'H')",12,2,4,4
Germinal,Mouscron,1.6770833333333333,,1.1132075471698113,3.819672131147541,"('Germinal', 'H')","('Mouscron', 'H')",10,2,5,10
St Truiden,Mechelen,1.3624595469255663,4.38135593220339,1.1464285714285714,4.108910891089109,"('St Truiden', 'H')","('Mechelen', 'H')",5,5,4,6
Waregem,FC Brussels,1.6418439716312057,4.568421052631579,0.7833333333333333,,"('Waregem', 'H')","('FC Brussels', 'H')",9,2,5,4
Cercle Brugge,Charleroi,1.408450704225352,4.872549019607843,1.1497175141242937,4.461538461538462,"('Cercle Brugge', 'H')","('Charleroi', 'H')",6,4,9,9
Standard,Genk,1.814516129032258,5.102564102564102,1.5148247978436657,4.9576271186440675,"('Standard', 'H')","('Genk', 'H')",12,7,4,8
Bergen,Club Brugge,1.4453125,,1.6978609625668448,5.38135593220339,"('Bergen', 'H')","('Club Brugge', 'A')",7,7,4,4
Anderlecht,Mechelen,2.3002680965147455,5.508474576271187,1.1464285714285714,4.108910891089109,"('Anderlecht', 'H')","('Mechelen', 'H')",17,5,3,6
Germinal,Dender,1.6770833333333333,,1.2162162162162162,5.333333333333333,"('Germinal', 'H')","('Dender', 'H')",10,2,5,4
Roeselare,Charleroi,1.451219512195122,,1.1497175141242937,4.461538461538462,"('Roeselare', 'H')","('Charleroi', 'H')",4,4,4,9
St Truiden,Lokeren,1.3624595469255663,4.38135593220339,1.2269503546099292,3.4,"('St Truiden', 'H')","('Lokeren', 'H')",5,5,4,11
Standard,Waregem,1.814516129032258,5.102564102564102,1.2826855123674912,4.145833333333333,"('Standard', 'H')","('Waregem', 'H')",12,6,4,6
Westerlo,FC Brussels,1.4980988593155893,4.75,0.7833333333333333,,"('Westerlo', 'H')","('FC Brussels', 'H')",5,2,7,4
Cercle Brugge,Genk,1.408450704225352,4.872549019607843,1.5148247978436657,4.9576271186440675,"('Cercle Brugge', 'H')","('Genk', 'H')",6,7,9,8
Gent,Mouscron,1.8629032258064515,5.890756302521009,1.1132075471698113,3.819672131147541,"('Gent', 'H')","('Mouscron', 'H')",12,2,4,10
Roeselare,Lokeren,1.451219512195122,,1.2269503546099292,3.4,"('Roeselare', 'H')","('Lokeren', 'H')",4,5,4,11
Westerlo,Club Brugge,1.4980988593155893,4.75,1.6978609625668448,5.38135593220339,"('Westerlo', 'H')","('Club Brugge', 'A')",5,7,7,4
Waregem,Cercle Brugge,1.6418439716312057,4.568421052631579,0.986013986013986,3.9320388349514563,"('Waregem', 'H')","('Cercle Brugge', 'H')",9,3,5,14
Charleroi,Westerlo,1.3746478873239436,4.939130434782609,1.1576923076923078,4.205128205128205,"('Charleroi', 'H')","('Westerlo', 'H')",9,3,4,6
Club Brugge,Germinal,2.306451612903226,6.5210084033613445,1.0153061224489797,,"('Club Brugge', 'H')","('Germinal', 'H')",21,3,2,7
Dender,Roeselare,1.1891891891891893,3.6666666666666665,0.8902439024390244,,"('Dender', 'A')","('Roeselare', 'H')",2,1,3,6
Genk,Gent,1.946236559139785,5.823529411764706,1.462162162162162,5.237288135593221,"('Genk', 'H')","('Gent', 'A')",8,6,5,4
Mechelen,Bergen,1.5642857142857143,5.173076923076923,0.937984496124031,,"('Mechelen', 'H')","('Bergen', 'H')",6,3,4,9
Mouscron,St Truiden,1.669811320754717,4.193548387096774,1.0224358974358974,3.73109243697479,"('Mouscron', 'H')","('St Truiden', 'H')",9,3,4,11
FC Brussels,Standard,1.1355932203389831,,1.4112903225806452,4.1525423728813555,"('FC Brussels', 'A')","('Standard', 'A')",3,6,4,5
Lokeren,Anderlecht,1.332167832167832,4.233333333333333,1.628032345013477,4.3418803418803416,"('Lokeren', 'H')","('Anderlecht', 'A')",7,12,5,5
Anderlecht,Dender,2.3002680965147455,5.508474576271187,1.2162162162162162,5.333333333333333,"('Anderlecht', 'H')","('Dender', 'H')",17,2,3,4
Bergen,Mouscron,1.4453125,,1.1132075471698113,3.819672131147541,"('Bergen', 'H')","('Mouscron', 'H')",7,2,4,10
Gent,FC Brussels,1.8629032258064515,5.890756302521009,0.7833333333333333,,"('Gent', 'H')","('FC Brussels', 'H')",12,2,4,4
Mechelen,Charleroi,1.5642857142857143,5.173076923076923,1.1497175141242937,4.461538461538462,"('Mechelen', 'H')","('Charleroi', 'H')",6,4,4,9
Roeselare,Genk,1.451219512195122,,1.5148247978436657,4.9576271186440675,"('Roeselare', 'H')","('Genk', 'H')",4,7,4,8
Westerlo,Waregem,1.4980988593155893,4.75,1.2826855123674912,4.145833333333333,"('Westerlo', 'H')","('Waregem', 'H')",5,6,7,6
Cercle Brugge,Standard,1.408450704225352,4.872549019607843,1.4112903225806452,4.1525423728813555,"('Cercle Brugge', 'H')","('Standard', 'A')",6,6,9,5
Germinal,Lokeren,1.6770833333333333,,1.2269503546099292,3.4,"('Germinal', 'H')","('Lokeren', 'H')",10,5,5,11
St Truiden,Club Brugge,1.3624595469255663,4.38135593220339,1.6978609625668448,5.38135593220339,"('St Truiden', 'H')","('Club Brugge', 'A')",5,7,4,4
Charleroi,St Truiden,1.3746478873239436,4.939130434782609,1.0224358974358974,3.73109243697479,"('Charleroi', 'H')","('St Truiden', 'H')",9,3,4,11
Club Brugge,Mechelen,2.306451612903226,6.5210084033613445,1.1464285714285714,4.108910891089109,"('Club Brugge', 'H')","('Mechelen', 'H')",21,5,2,6
Dender,Cercle Brugge,1.1891891891891893,3.6666666666666665,0.986013986013986,3.9320388349514563,"('Dender', 'A')","('Cercle Brugge', 'H')",2,3,3,14
FC Brussels,Anderlecht,1.1355932203389831,,1.628032345013477,4.3418803418803416,"('FC Brussels', 'A')","('Anderlecht', 'A')",3,12,4,5
Lokeren,Bergen,1.332167832167832,4.233333333333333,0.937984496124031,,"('Lokeren', 'H')","('Bergen', 'H')",7,3,5,9
Mouscron,Westerlo,1.669811320754717,4.193548387096774,1.1576923076923078,4.205128205128205,"('Mouscron', 'H')","('Westerlo', 'H')",9,3,4,6
Standard,Roeselare,1.814516129032258,5.102564102564102,0.8902439024390244,,"('Standard', 'H')","('Roeselare', 'H')",12,1,4,6
